head,rel,tail
Q125121,P264,Q202440
Q125121,P264,Q183387
Q125121,P69,Q503246
Q125121,P1303,Q5994
Q125121,P1303,Q17172850
Q125121,P1411,Q935283
Q125121,P1411,Q1472235
Q125121,P101,Q11895763
Q125121,P101,Q131272
Q125121,P101,Q180268
Q125121,P101,Q27939
Q125121,P1340,Q17122705
Q125121,P1196,Q3739104
Q125121,P140,Q6423963
Q125121,P27,Q30
Q125121,P1343,Q67311526
Q125121,P103,Q1860
Q125121,P6379,Q188740
Q125121,P7763,Q73555012
Q64762766,P106,Q33999
Q64762766,P106,Q4610556
Q64762766,P106,Q5716684
Q64762766,P19,Q2807
Q64762766,P27,Q29
Q64762766,P1412,Q1321
Q36105,P106,Q33999
Q36105,P106,Q10800557
Q36105,P106,Q948329
Q36105,P106,Q28389
Q36105,P106,Q10798782
Q36105,P20,Q65
Q36105,P27,Q30
Q36105,P509,Q12192
Q36105,P166,Q17985761
Q36105,P607,Q362
Q36105,P1412,Q1860
Q36105,P1412,Q7737
Q36105,P1196,Q3739104
Q36105,P136,Q21590660
Q36105,P1343,Q67311526
Q36105,P6886,Q1860
Q36105,P551,Q387047
Q374220,P106,Q10798782
Q374220,P106,Q10800557
Q374220,P106,Q33999
Q374220,P27,Q30
Q374220,P1412,Q1860
Q374220,P103,Q1860
Q374220,P6886,Q1860
Q5383,P106,Q1028181
Q5383,P106,Q488205
Q5383,P106,Q855091
Q5383,P106,Q36834
Q5383,P106,Q10800557
Q5383,P106,Q183945
Q5383,P106,Q753110
Q5383,P106,Q33999
Q5383,P106,Q177220
Q5383,P106,Q486748
Q5383,P106,Q13235160
Q5383,P106,Q3282637
Q5383,P106,Q10732476
Q5383,P106,Q639669
Q5383,P27,Q145
Q5383,P412,Q31687
Q5383,P166,Q179191
Q5383,P166,Q935843
Q5383,P166,Q81180
Q5383,P166,Q1259362
Q5383,P166,Q12201477
Q5383,P166,Q13452531
Q5383,P166,Q17985761
Q5383,P166,Q716909
Q5383,P1303,Q6607
Q5383,P1303,Q5994
Q5383,P1303,Q17172850
Q5383,P1303,Q52954
Q5383,P1303,Q128309
Q5383,P136,Q37073
Q5383,P136,Q11399
Q5383,P136,Q76092
Q5383,P136,Q83270
Q5383,P136,Q484641
Q5383,P136,Q11366
Q5383,P136,Q131272
Q5383,P136,Q187760
Q5383,P136,Q6010
Q5383,P937,Q60
Q5383,P937,Q64
Q5383,P264,Q183387
Q5383,P264,Q557632
Q5383,P264,Q183412
Q5383,P264,Q203059
Q5383,P264,Q202585
Q5383,P264,Q165745
Q5383,P264,Q208909
Q5383,P20,Q11299
Q5383,P20,Q60
Q5383,P1412,Q1860
Q5383,P1344,Q193740
Q5383,P1196,Q3739104
Q5383,P103,Q1860
Q5383,P6379,Q188740
Q5383,P6379,Q213322
Q5383,P1343,Q67311526
Q5383,P7763,Q73555012
Q5383,P101,Q638
Q5383,P101,Q222749
Q5383,P485,Q213322
Q5383,P6275,Q7120528
Q5383,P6275,Q71521142
Q121145295,P495,Q884
Q121145295,P364,Q9176
Q121145295,P136,Q132311
Q1056362,P17,Q30
Q263696,P27,Q30
Q263696,P1411,Q103618
Q263696,P1411,Q1011564
Q263696,P1411,Q1537996
Q263696,P166,Q1631998
Q263696,P166,Q202051
Q263696,P166,Q17985761
Q263696,P166,Q10294045
Q263696,P20,Q65
Q263696,P106,Q177220
Q263696,P106,Q639669
Q263696,P106,Q36180
Q263696,P106,Q18581305
Q263696,P106,Q5716684
Q263696,P106,Q18814623
Q263696,P106,Q2259451
Q263696,P106,Q10800557
Q263696,P106,Q10798782
Q263696,P106,Q2405480
Q263696,P106,Q28389
Q263696,P106,Q33999
Q263696,P106,Q131524
Q263696,P106,Q22336956
Q263696,P1412,Q1860
Q263696,P1196,Q3739104
Q263696,P1303,Q17172850
Q263696,P136,Q37073
Q263696,P108,Q126399
Q263696,P1343,Q67311526
Q8646,P17,Q148
Q8646,P832,Q196627
Q8646,P832,Q47499
Q8646,P530,Q16
Q8646,P530,Q408
Q8646,P530,Q334
Q8646,P530,Q865
Q8646,P530,Q869
Q8646,P530,Q928
Q8646,P530,Q30
Q8646,P530,Q423
Q8646,P530,Q668
Q8646,P530,Q145
Q8646,P37,Q1860
Q8646,P37,Q727694
Q8646,P463,Q7825
Q8646,P463,Q170481
Q8646,P463,Q188822
Q8646,P463,Q170424
Q8646,P463,Q8475
Q8646,P463,Q605326
Q8646,P85,Q40807
Q8646,P361,Q148
Q8646,P361,Q27231
Q8646,P1622,Q13196750
Q8646,P2936,Q1860
Q8646,P2936,Q727694
Q8646,P2936,Q9192
Q8646,P1343,Q602358
Q8646,P1343,Q4114391
Q8646,P1343,Q19180675
Q8646,P1343,Q867541
Q8646,P1343,Q20096917
Q8646,P1343,Q16082057
Q8646,P30,Q48
Q8646,P131,Q148
Q8646,P140,Q748
Q8646,P140,Q5043
Q8646,P140,Q9089
Q8646,P140,Q432
Q8646,P140,Q9268
Q163286,P106,Q245068
Q163286,P106,Q10800557
Q163286,P106,Q3282637
Q163286,P106,Q2259451
Q163286,P106,Q10798782
Q163286,P106,Q33999
Q163286,P27,Q145
Q163286,P166,Q400007
Q163286,P166,Q1011547
Q163286,P166,Q2089923
Q163286,P1343,Q67311526
Q163286,P1411,Q932281
Q163286,P1050,Q84263196
Q163286,P1050,Q186676
Q163286,P1412,Q1860
Q163286,P1412,Q150
Q1907,P106,Q937857
Q1907,P27,Q142
Q1907,P641,Q2736
Q1907,P118,Q9448
Q1907,P166,Q10855271
Q1907,P1412,Q150
Q1907,P103,Q150
Q1907,P1532,Q142
Q16993276,P360,Q11424
Q298364,P27,Q30
Q298364,P1196,Q149086
Q298364,P1412,Q1860
Q298364,P103,Q1860
Q298364,P1343,Q67311526
Q21738166,P27,Q30
Q21738166,P106,Q10800557
Q21738166,P106,Q2259451
Q21738166,P106,Q36180
Q21738166,P106,Q33999
Q21738166,P1412,Q1860
Q21738166,P1412,Q1321
Q21738166,P101,Q222749
Q21738166,P103,Q1860
Q302,P140,Q9268
Q302,P119,Q1218
Q302,P1343,Q602358
Q302,P1343,Q19077875
Q302,P1343,Q302556
Q302,P1343,Q2041543
Q302,P1343,Q19180675
Q302,P1343,Q1029706
Q302,P1343,Q67311526
Q302,P1343,Q867541
Q302,P1343,Q99413897
Q302,P1343,Q3181656
Q302,P1343,Q106727050
Q302,P1343,Q19085957
Q302,P1343,Q20096917
Q302,P1343,Q19047539
Q302,P1343,Q20078554
Q302,P1049,Q5043
Q302,P1340,Q17122705
Q302,P3150,Q2150
Q302,P937,Q1218
Q302,P7378,Q7066
Q200841,P106,Q33999
Q200841,P106,Q10800557
Q200841,P106,Q10798782
Q200841,P27,Q30
Q200841,P1532,Q30
Q200841,P641,Q5372
Q200841,P1343,Q67311526
Q200841,P140,Q5043
Q200841,P1412,Q1860
Q200841,P103,Q1860
Q200841,P6886,Q1860
Q1701437,P106,Q245068
Q1701437,P106,Q10798782
Q1701437,P106,Q10800557
Q1701437,P27,Q30
Q1701437,P1196,Q3739104
Q1701437,P1412,Q1860
Q6288980,P27,Q30
Q6288980,P106,Q19204627
Q6288980,P413,Q622747
Q6288980,P641,Q41323
Q179414,P106,Q33999
Q179414,P106,Q10800557
Q179414,P106,Q2259451
Q179414,P106,Q4610556
Q179414,P27,Q145
Q179414,P1343,Q67311526
Q179414,P1412,Q1860
Q179414,P1412,Q7737
Q236167,P106,Q2259451
Q236167,P106,Q10800557
Q236167,P27,Q145
Q236167,P1412,Q1860
Q236167,P1343,Q67311526
Q55294,P106,Q10800557
Q55294,P106,Q2526255
Q55294,P106,Q28389
Q55294,P106,Q2259451
Q55294,P106,Q3282637
Q55294,P106,Q33999
Q55294,P106,Q10798782
Q55294,P106,Q578109
Q55294,P106,Q3455803
Q55294,P27,Q145
Q55294,P69,Q523926
Q55294,P1411,Q106291
Q55294,P1411,Q103916
Q55294,P1411,Q103360
Q55294,P1411,Q107258
Q55294,P1411,Q932281
Q55294,P1411,Q102427
Q55294,P1411,Q41417
Q55294,P166,Q833163
Q55294,P166,Q123737
Q55294,P166,Q932281
Q55294,P166,Q989453
Q55294,P166,Q41417
Q55294,P1412,Q1860
Q55294,P1343,Q67311526
Q55294,P552,Q789447
Q55294,P6275,Q7120528
Q21621995,P106,Q937857
Q21621995,P413,Q280658
Q21621995,P641,Q2736
Q21621995,P27,Q142
Q21621995,P27,Q1009
Q21621995,P1532,Q142
Q21621995,P166,Q10855271
Q21621995,P1050,Q84263196
Q21621995,P1412,Q150
Q21621995,P1412,Q1321
Q21621995,P1412,Q1860
Q21621995,P103,Q150
Q21621995,P101,Q2736
Q21621995,P6886,Q150
Q27450671,P106,Q33999
Q27450671,P27,Q30
Q27450671,P1412,Q1860
Q27450671,P103,Q1860
Q27450671,P6886,Q1860
Q27450671,P6553,L484
Q27450671,P166,Q463085
Q27450671,P1411,Q103618
Q1682357,P17,Q30
Q172653,P106,Q10798782
Q172653,P106,Q10800557
Q172653,P106,Q948329
Q172653,P106,Q2259451
Q172653,P106,Q33999
Q172653,P166,Q103618
Q172653,P166,Q106301
Q172653,P166,Q687123
Q172653,P166,Q787123
Q172653,P166,Q989447
Q172653,P166,Q1011564
Q172653,P166,Q822907
Q172653,P166,Q185299
Q172653,P166,Q16947520
Q172653,P27,Q145
Q172653,P1411,Q106301
Q172653,P1411,Q103618
Q172653,P1411,Q185299
Q172653,P1343,Q67311526
Q172653,P1412,Q1860
Q172653,P6379,Q213322
Q172653,P7763,Q73555012
Q172653,P172,Q842438
Q172653,P103,Q7979
Q172653,P6886,Q7979
Q172653,P937,Q145
Q41076,P106,Q488205
Q41076,P106,Q4610556
Q41076,P106,Q43845
Q41076,P106,Q3282637
Q41076,P106,Q12362622
Q41076,P106,Q36834
Q41076,P106,Q2405480
Q41076,P106,Q55960555
Q41076,P106,Q33999
Q41076,P106,Q177220
Q41076,P27,Q30
Q41076,P166,Q1453643
Q41076,P166,Q935283
Q41076,P166,Q602866
Q41076,P166,Q1441929
Q41076,P166,Q17985761
Q41076,P136,Q850412
Q41076,P136,Q37073
Q41076,P136,Q11401
Q41076,P136,Q131272
Q41076,P172,Q49085
Q41076,P1412,Q1860
Q41076,P264,Q330629
Q41076,P264,Q654283
Q41076,P264,Q38903
Q41076,P264,Q183387
Q41076,P264,Q216364
Q41076,P264,Q190585
Q41076,P264,Q203059
Q41076,P1303,Q5994
Q41076,P1303,Q17172850
Q41076,P1343,Q67311526
Q41076,P6275,Q373087
Q41076,P7763,Q73555012
Q41076,P1411,Q1453643
Q41076,P6886,Q1860
Q41076,P103,Q1860
Q188955,P106,Q10800557
Q188955,P106,Q33999
Q188955,P106,Q10798782
Q188955,P106,Q2405480
Q188955,P106,Q28389
Q188955,P106,Q3282637
Q188955,P106,Q578109
Q188955,P27,Q30
Q188955,P166,Q103916
Q188955,P166,Q1011547
Q188955,P166,Q105447
Q188955,P166,Q17985761
Q188955,P1411,Q103916
Q188955,P1412,Q1860
Q188955,P551,Q16559
Q188955,P1343,Q67311526
Q188955,P140,Q5043
Q188955,P103,Q1860
Q188955,P6886,Q1860
Q395274,P106,Q10798782
Q395274,P106,Q10800557
Q395274,P106,Q33999
Q395274,P106,Q2405480
Q395274,P106,Q18814623
Q395274,P106,Q578109
Q395274,P27,Q30
Q395274,P27,Q16
Q395274,P166,Q501058
Q395274,P166,Q268200
Q395274,P166,Q857933
Q395274,P166,Q989442
Q395274,P166,Q17985761
Q395274,P166,Q1259362
Q395274,P166,Q202051
Q395274,P166,Q121359767
Q395274,P103,Q1860
Q395274,P551,Q11299
Q395274,P1412,Q1860
Q395274,P1343,Q67311526
Q395274,P6886,Q1860
Q2262485,P106,Q33999
Q2262485,P106,Q639669
Q2262485,P106,Q177220
Q2262485,P106,Q10798782
Q2262485,P106,Q10800557
Q2262485,P106,Q822146
Q2262485,P27,Q29999
Q2262485,P551,Q60
Q2262485,P1412,Q1860
Q2262485,P1412,Q7411
Q2262485,P101,Q115160932
Q21534241,P364,Q1860
Q21534241,P495,Q145
Q21534241,P495,Q30
Q21534241,P915,Q20
Q21534241,P915,Q84
Q21534241,P915,Q766
Q21534241,P136,Q188473
Q21534241,P136,Q2484376
Q21534241,P136,Q2297927
Q21534241,P840,Q766
Q21534241,P840,Q84
Q21534241,P86,Q76364
Q21534241,P462,Q22006653
Q21534241,P750,Q168383
Q21534241,P750,Q65359104
Q21534241,P437,Q723685
Q21534241,P5021,Q4165246
Q63243883,P27,Q30
Q63243883,P1412,Q7976
Q63243883,P1412,Q1860
Q63243883,P264,Q231694
Q63243883,P264,Q212699
Q63243883,P106,Q488205
Q63243883,P106,Q33999
Q63243883,P106,Q177220
Q63243883,P1303,Q17172850
Q63243883,P1303,Q5994
Q63243883,P1303,Q61285
Q63243883,P103,Q7976
Q63243883,P6886,Q7976
Q63243883,P1411,Q843219
Q63243883,P1411,Q1027904
Q63243883,P1411,Q904528
Q63243883,P1411,Q2976730
Q63243883,P1411,Q19858055
Q63243883,P1411,Q1441929
Q63243883,P1411,Q19858080
Q63243883,P101,Q222749
Q63243883,P101,Q27939
Q63243883,P101,Q37073
Q63243883,P101,Q373342
Q63243883,P551,Q65
Q63243883,P166,Q1527196
Q63243883,P166,Q1453643
Q63243883,P166,Q1027891
Q63243883,P172,Q141817
Q158957,P106,Q18581305
Q158957,P106,Q10800557
Q158957,P106,Q3357567
Q158957,P106,Q177220
Q158957,P106,Q3282637
Q158957,P106,Q4610556
Q158957,P27,Q668
Q158957,P1412,Q1568
Q158957,P1412,Q1860
Q158957,P264,Q190585
Q158957,P140,Q9089
Q158957,P1303,Q17172850
Q158957,P39,Q19969187
Q158957,P551,Q60
Q158957,P136,Q37073
Q158957,P412,Q186506
Q158957,P101,Q115160932
Q158957,P101,Q638
Q158957,P101,Q27939
Q158957,P101,Q17143560
Q158957,P101,Q932586
Q158957,P103,Q1860
Q158957,P103,Q1568
Q62595383,P364,Q1860
Q62595383,P162,Q16207879
Q62595383,P495,Q145
Q62595383,P495,Q30
Q62595383,P57,Q16207879
Q62595383,P136,Q130232
Q62595383,P136,Q2484376
Q62595383,P750,Q1329615
Q62595383,P58,Q16207879
Q62595383,P1411,Q1377738
Q62595383,P1411,Q102427
Q62595383,P166,Q41417
Q62595383,P5021,Q4165246
Q62595383,P5021,Q105776216
Q62595383,P5021,Q85783379
Q62595383,P5021,Q105913295
Q62595383,P5021,Q104144087
Q62595383,P5021,Q105918665
Q62595383,P5021,Q104144557
Q62595383,P5021,Q104144947
Q62595383,P5021,Q105919675
Q62595383,P5021,Q105700813
Q62595383,P5021,Q105702736
Q62595383,P5021,Q105708928
Q62595383,P5021,Q93605402
Q62595383,P5021,Q105640076
Q62595383,P5021,Q105641628
Q62595383,P5021,Q105816692
Q62595383,P5021,Q102180036
Q62595383,P5021,Q104144383
Q62595383,P5021,Q105701756
Q62595383,P5021,Q105729789
Q62595383,P462,Q22006653
Q62595383,P437,Q47544021
Q62595383,P437,Q723685
Q62595383,P840,Q30
Q19652,P461,Q50423863
Q36949,P106,Q2526255
Q36949,P106,Q3282637
Q36949,P106,Q10800557
Q36949,P106,Q2405480
Q36949,P106,Q578109
Q36949,P106,Q28389
Q36949,P106,Q2259451
Q36949,P106,Q33999
Q36949,P106,Q13235160
Q36949,P106,Q3455803
Q36949,P27,Q30
Q36949,P27,Q38
Q36949,P166,Q908858
Q36949,P166,Q103916
Q36949,P166,Q106291
Q36949,P166,Q17144
Q36949,P166,Q1738793
Q36949,P166,Q292044
Q36949,P166,Q13452531
Q36949,P166,Q593098
Q36949,P166,Q640353
Q36949,P166,Q209459
Q36949,P166,Q10855271
Q36949,P69,Q1542213
Q36949,P69,Q5629067
Q36949,P1343,Q67311526
Q36949,P102,Q29552
Q36949,P1411,Q106291
Q36949,P1411,Q103916
Q36949,P140,Q1841
Q36949,P1412,Q1860
Q36949,P552,Q789447
Q36949,P19,Q60
Q36949,P463,Q463303
Q36949,P7763,Q73555012
Q36949,P103,Q1860
Q36949,P6886,Q1860
Q36949,P1340,Q17122705
Q311314,P106,Q948329
Q311314,P106,Q2259451
Q311314,P106,Q10800557
Q311314,P106,Q10798782
Q311314,P106,Q2405480
Q311314,P106,Q33999
Q311314,P106,Q28389
Q311314,P106,Q3282637
Q311314,P27,Q30
Q311314,P1412,Q1860
Q311314,P136,Q21590660
Q311314,P1343,Q67311526
Q311314,P103,Q1860
Q311314,P6886,Q1860
Q311314,P1411,Q106291
Q311314,P551,Q387047
Q59422166,P17,Q30
Q283385,P106,Q177220
Q283385,P106,Q753110
Q283385,P106,Q639669
Q283385,P27,Q145
Q283385,P412,Q37137
Q283385,P1303,Q6607
Q283385,P1303,Q17172850
Q283385,P136,Q37073
Q283385,P264,Q165745
Q283385,P1412,Q1860
Q283385,P1343,Q67311526
Q17714,P463,Q123885
Q17714,P463,Q463303
Q17714,P69,Q35794
Q17714,P19,Q145
Q17714,P103,Q1860
Q17714,P166,Q17144
Q17714,P166,Q16947520
Q17714,P166,Q12201477
Q17714,P166,Q4710826
Q17714,P166,Q14420
Q17714,P108,Q35794
Q17714,P106,Q1622272
Q17714,P106,Q36180
Q17714,P106,Q10798782
Q17714,P106,Q18814623
Q17714,P1343,Q17290934
Q17714,P1343,Q17311605
Q17714,P1343,Q67311526
Q17714,P1343,Q99413897
Q17714,P551,Q21
Q17714,P1412,Q1860
Q17714,P27,Q145
Q17714,P1196,Q3739104
Q17714,P135,Q7066
Q223299,P57,Q8877
Q223299,P162,Q8877
Q223299,P495,Q30
Q223299,P364,Q1860
Q223299,P1411,Q102427
Q223299,P1411,Q106301
Q223299,P1411,Q103618
Q223299,P1411,Q131520
Q223299,P1411,Q107258
Q223299,P1411,Q277751
Q223299,P1411,Q488651
Q223299,P1411,Q112243
Q223299,P136,Q130232
Q223299,P136,Q52207399
Q223299,P750,Q126399
Q223299,P462,Q22006653
Q223299,P437,Q723685
Q223299,P921,Q49085
Q223299,P5021,Q4165246
Q223299,P5021,Q104144087
Q223299,P5021,Q104144383
Q223299,P5021,Q104144947
Q223299,P5021,Q105776216
Q223299,P5021,Q93605402
Q223299,P5021,Q85783379
Q223299,P5021,Q102180036
Q223299,P5021,Q104144557
Q114977368,P495,Q30
Q111008873,P495,Q30
Q111008873,P364,Q1860
Q111008873,P462,Q22006653
Q111008873,P162,Q35332
Q111008873,P272,Q159846
Q111008873,P750,Q907311
Q111008873,P915,Q90
Q111008873,P915,Q786
Q111008873,P915,Q60
Q190214,P364,Q1860
Q190214,P136,Q157394
Q190214,P136,Q319221
Q190214,P136,Q188473
Q190214,P495,Q664
Q190214,P495,Q30
Q190214,P407,Q1860
Q2023710,P27,Q21
Q2023710,P27,Q145
Q2023710,P106,Q2405480
Q2023710,P106,Q2259451
Q2023710,P106,Q10800557
Q2023710,P106,Q33999
Q2023710,P106,Q5716684
Q2023710,P106,Q10798782
Q2023710,P1412,Q1860
Q2023710,P103,Q1860
Q2023710,P101,Q222749
Q2023710,P1050,Q132971
Q352730,P106,Q10798782
Q352730,P106,Q10800557
Q352730,P106,Q4853732
Q352730,P106,Q2259451
Q352730,P106,Q3455803
Q352730,P106,Q177220
Q352730,P106,Q33999
Q352730,P27,Q30
Q352730,P1343,Q67311526
Q352730,P1412,Q1860
Q352730,P103,Q1860
Q352730,P6886,Q1860
Q352730,P1303,Q17172850
Q352730,P1196,Q21142718
Q352730,P101,Q222749
Q8740,P710,Q30
Q8740,P710,Q884
Q8740,P710,Q869
Q8740,P710,Q928
Q8740,P710,Q664
Q8740,P710,Q739
Q8740,P710,Q148
Q8740,P710,Q423
Q8740,P710,Q408
Q8740,P276,Q819
Q8740,P276,Q424
Q180,P17,Q30
Q180,P112,Q181
Q180,P3320,Q181
Q180,P859,Q95
Q180,P159,Q62
Q180,P2652,Q7817
Q180,P488,Q181
Q180,P131,Q99
Q212618,P17,Q298
Q277230,P495,Q30
Q277230,P740,Q65
Q277230,P136,Q850412
Q132952,P106,Q33999
Q132952,P106,Q10798782
Q132952,P106,Q10800557
Q132952,P106,Q3282637
Q132952,P106,Q177220
Q132952,P106,Q28389
Q132952,P106,Q639669
Q132952,P106,Q36180
Q132952,P106,Q245068
Q132952,P106,Q855091
Q132952,P106,Q578109
Q132952,P106,Q1053574
Q132952,P106,Q36834
Q132952,P106,Q2405480
Q132952,P27,Q30
Q132952,P19,Q18419
Q132952,P103,Q7976
Q132952,P103,Q1860
Q132952,P1412,Q1860
Q132952,P140,Q9268
Q132952,P1853,Q19831453
Q132952,P1411,Q181883
Q132952,P166,Q734036
Q132952,P166,Q602299
Q132952,P166,Q1421666
Q132952,P166,Q17985761
Q132952,P551,Q65
Q132952,P102,Q29468
Q132952,P1303,Q17172850
Q132952,P1343,Q67311526
Q132952,P6886,Q1860
Q41163,P106,Q3282637
Q41163,P106,Q10800557
Q41163,P106,Q2259451
Q41163,P106,Q10798782
Q41163,P106,Q33999
Q41163,P106,Q3455803
Q41163,P106,Q28389
Q41163,P19,Q11299
Q41163,P166,Q593098
Q41163,P166,Q400007
Q41163,P166,Q1967731
Q41163,P166,Q103916
Q41163,P166,Q1789030
Q41163,P166,Q908858
Q41163,P166,Q1445521
Q41163,P166,Q640353
Q41163,P166,Q1131356
Q41163,P166,Q1738793
Q41163,P166,Q292044
Q41163,P166,Q989453
Q41163,P27,Q30
Q41163,P69,Q5629067
Q41163,P69,Q1542213
Q41163,P1411,Q106291
Q41163,P1411,Q103916
Q41163,P1411,Q989453
Q41163,P1411,Q1445521
Q41163,P1411,Q602299
Q41163,P1412,Q1860
Q41163,P172,Q974693
Q41163,P463,Q463303
Q41163,P463,Q16781948
Q41163,P1343,Q67311526
Q41163,P66,Q38
Q117037697,P495,Q142
Q117037697,P364,Q150
Q117037697,P364,Q1860
Q117037697,P364,Q188
Q117037697,P136,Q2484376
Q117037697,P136,Q959790
Q117037697,P136,Q130232
Q117037697,P136,Q21010853
Q117037697,P462,Q22006653
Q117037697,P1411,Q102427
Q117037697,P1411,Q103360
Q117037697,P1411,Q103618
Q117037697,P1411,Q41417
Q117037697,P5021,Q4165246
Q65600671,P27,Q30
Q65600671,P106,Q33999
Q65600671,P106,Q4610556
Q65600671,P1412,Q7976
Q65600671,P6886,Q7976
Q65600671,P19,Q17042
Q65600671,P20,Q17042
Q65600671,P1196,Q21142718
Q3292884,P27,Q30
Q3292884,P106,Q386854
Q3292884,P106,Q753110
Q3292884,P1303,Q128309
Q3292884,P136,Q852767
Q4964312,P106,Q19204627
Q4964312,P106,Q42331263
Q4964312,P27,Q30
Q4964312,P641,Q41323
Q199359,P641,Q41323
Q199359,P641,Q2736
Q199359,P17,Q30
Q218235,P272,Q126399
Q218235,P495,Q30
Q218235,P495,Q145
Q218235,P495,Q408
Q218235,P364,Q1860
Q218235,P136,Q1361932
Q218235,P136,Q157394
Q218235,P136,Q52207399
Q218235,P136,Q842256
Q218235,P462,Q22006653
Q218235,P750,Q1097348
Q218235,P750,Q907311
Q218235,P750,Q126399
Q218235,P750,Q8016302
Q218235,P195,Q188740
Q218235,P437,Q723685
Q218235,P437,Q47544021
Q218235,P5021,Q4165246
Q218235,P5021,Q105776216
Q723890,P17,Q35
Q723890,P527,Q102139
Q723890,P527,Q1004037
Q723890,P3342,Q102139
Q723890,P3342,Q1004037
Q18719088,P27,Q30
Q18719088,P106,Q486748
Q18719088,P106,Q10800557
Q18719088,P19,Q1297
Q18719088,P1303,Q5994
Q7944,P1343,Q2041543
Q7944,P1343,Q602358
Q7944,P1343,Q106727050
Q7944,P1343,Q4173137
Q7944,P1343,Q19180675
Q7944,P1343,Q19219752
Q7944,P1343,Q867541
Q7944,P1343,Q16082057
Q484615,P106,Q10800557
Q484615,P106,Q2526255
Q484615,P106,Q6625963
Q484615,P106,Q28389
Q484615,P106,Q36180
Q484615,P106,Q2259451
Q484615,P106,Q10798782
Q484615,P27,Q30
Q484615,P19,Q16559
Q484615,P69,Q49210
Q484615,P1411,Q106291
Q484615,P1411,Q107258
Q484615,P166,Q908858
Q484615,P166,Q311836
Q484615,P1412,Q1860
Q484615,P1343,Q67311526
Q484615,P7763,Q73555012
Q484615,P463,Q16781948
Q23572,P136,Q1366112
Q23572,P495,Q30
Q23572,P364,Q1860
Q23572,P750,Q135288
Q23572,P750,Q1630304
Q23572,P750,Q65359104
Q23572,P449,Q23633
Q23572,P915,Q224
Q23572,P915,Q189
Q23572,P915,Q1028
Q23572,P915,Q29
Q23572,P915,Q233
Q23572,P915,Q22
Q23572,P915,Q30
Q23572,P915,Q145
Q23572,P915,Q16
Q23572,P437,Q723685
Q23572,P5021,Q105701756
Q5648978,P27,Q145
Q5648978,P106,Q177220
Q5648978,P106,Q2259451
Q5648978,P106,Q10800557
Q5648978,P106,Q947873
Q5648978,P1303,Q17172850
Q5648978,P1412,Q1860
Q185658,P57,Q8877
Q185658,P272,Q159846
Q185658,P136,Q319221
Q185658,P840,Q64
Q185658,P495,Q30
Q185658,P364,Q1860
Q185658,P915,Q62
Q185658,P915,Q99
Q185658,P915,Q183
Q185658,P915,Q29
Q185658,P915,Q43
Q185658,P915,Q810
Q185658,P86,Q131285
Q185658,P1411,Q488651
Q185658,P1411,Q830079
Q185658,P462,Q22006653
Q185658,P750,Q159846
Q185658,P750,Q907311
Q185658,P750,Q54958752
Q185658,P437,Q723685
Q185658,P5021,Q4165246
Q185658,P5021,Q105776216
Q185658,P175,Q131285
Q163010,P40,Q102139
Q163010,P27,Q34
Q163010,P27,Q756617
Q163010,P166,Q14539974
Q163010,P166,Q976544
Q163010,P166,Q1331130
Q163010,P166,Q20872
Q163010,P1412,Q9035
Q163010,P103,Q9027
Q6853641,P19,Q884
Q6853641,P106,Q33999
Q6853641,P106,Q10800557
Q6853641,P27,Q884
Q6853641,P103,Q9176
Q6853641,P1412,Q9176
Q234434,P106,Q33999
Q234434,P106,Q10800557
Q234434,P19,Q84
Q234434,P27,Q145
Q234434,P551,Q65
Q234434,P1343,Q67311526
Q234434,P1412,Q1860
Q16759,P106,Q33999
Q16759,P106,Q2405480
Q16759,P106,Q10800557
Q16759,P106,Q10798782
Q16759,P106,Q4610556
Q16759,P106,Q578109
Q16759,P106,Q3282637
Q16759,P106,Q1053574
Q16759,P27,Q30
Q16759,P166,Q17985761
Q16759,P166,Q977915
Q16759,P1576,Q83364
Q16759,P103,Q7976
Q16759,P103,Q1860
Q16759,P1412,Q1860
Q16759,P1303,Q17172850
Q16759,P6886,Q1860
Q16759,P101,Q115160932
Q25369,P106,Q3665646
Q25369,P106,Q28389
Q25369,P27,Q30
Q25369,P641,Q5372
Q25369,P166,Q4835465
Q25369,P166,Q943106
Q25369,P1412,Q1860
Q25369,P1412,Q652
Q25369,P1412,Q1321
Q25369,P140,Q1841
Q25369,P172,Q49085
Q25369,P1411,Q4835465
Q25369,P1411,Q943106
Q25369,P103,Q1860
Q25369,P1532,Q30
Q25369,P1196,Q21142718
Q25369,P136,Q11401
Q25369,P118,Q155223
Q25369,P101,Q5372
Q322056,P106,Q10798782
Q322056,P106,Q10800557
Q322056,P106,Q2259451
Q322056,P106,Q639669
Q322056,P27,Q30
Q322056,P1412,Q1860
Q322056,P1343,Q67311526
Q322056,P1411,Q518675
Q322056,P101,Q222749
Q1806077,P27,Q30
Q1806077,P106,Q639669
Q1806077,P1303,Q46185
Q1806077,P1303,Q6607
Q1806077,P136,Q852767
Q1806077,P20,Q16568
Q50602,P118,Q9448
Q50602,P641,Q2736
Q50602,P17,Q145
Q50602,P6364,Q23444
Q642878,P495,Q30
Q642878,P136,Q188473
Q642878,P136,Q471839
Q642878,P136,Q157394
Q642878,P136,Q1535153
Q642878,P364,Q1860
Q907311,P166,Q838121
Q907311,P407,Q20923490
Q907311,P495,Q30
Q907311,P750,Q368215
Q18716,P118,Q9448
